wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,epoch_prop_flag,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016
39,03261+1229,A   829,AB,2021.8607,y,0.4976,0.0049,35.17,1.06,1.9,0.0707,:,2,1,Gaia DR3 16823936654644480,Gaia DR3 16823940949244160,.,.,03 26 08.81 +12 28 54.7,8.82,10.38,-72.0,-23.0,-72.0,-23.0,NO,!,75.58438992278762,75.58438992278762,51.53670833333334,12.481861111111112,51.536789877307946,12.481974100385235,51.53638058700969,12.481758888692667,51.53646213084123,12.481871877966784
40,03261+1229,A   829,AB,2022.0846,y,0.4879,0.0066,33.98,1.16,2.0,0.0499,q,3,1,Gaia DR3 16823936654644480,Gaia DR3 16823940949244160,.,.,03 26 08.81 +12 28 54.7,8.82,10.38,-72.0,-23.0,-72.0,-23.0,NO,!,75.58438992278762,75.58438992278762,51.53670833333334,12.481861111111112,51.53678591397173,12.481973495167448,51.53638058700969,12.481758888692667,51.53645816750577,12.481871272749
41,05100+7541,A   841BC,BC,2022.1176,y,0.7877,0.0271,246.28,2.77,0.8,0.25,:,2,2,Gaia DR3 503713901913847808,Gaia DR3 503713906209481600,.,.,05 09 57.42 +75 41 41.0,10.1,10.9,8.0,-52.0,8.0,-52.0,,!,52.61178575186362,52.61178575186362,77.48925,75.69472222222224,77.48843927700676,75.69463420251165,77.48939389591324,75.69449111107144,77.48858317205311,75.69440309136087
42,00245+5632,A   908,AB,2021.9148,y,0.3415,0.0022,246.67,0.36,0.5,0.0,:,1,1,,,$,$,00 24 31.54 +56 32 19.5,10.4,10.19,4.0,-2.0,4.0,-2.0,,.,4.47213595499958,4.47213595499958,6.1314166666666665,56.53875,6.13125868809879,56.53871243240064,6.131448909407768,56.53874111110708,6.131290930807904,56.53870354350771
43,00508+3203,"A   922Aa,Ab","Aa,Ab",2021.9601,y,0.5985,0.0035,334.21,0.42,0.4,0.05,:,6,2,,,$,$,00 50 50.92 +32 02 58.2,9.61,9.77,-9.0,-70.0,-9.0,-70.0,NO,.,70.57619995437555,70.57619995437555,12.712166666666665,32.0495,12.71208132921937,32.04964969059358,12.71211947419722,32.04918888888497,12.712034136672733,32.04933857947856
44,01011+6022,A   926,AB,2021.8795,y,0.381,0.0015,179.98,0.23,1.3,0.0,:,1,1,Gaia DR3 426478059093070080,,.,$,01 01 06.49 +60 21 30.4,9.23,8.65,22.0,-19.0,22.0,-19.0,O,.,29.068883707497267,29.068883707497267,15.277041666666664,60.35844444444445,15.277041741362874,60.35833861111756,15.277239367812005,60.35835999985469,15.277239441866469,60.3582541665278
45,01071+4744,A   931,AB,2021.8466,y,0.2983,0.0012,268.5,0.24,1.1,0.0,:,1,1,Gaia DR3 401688160686088192,,.,$,01 07 03.04 +47 43 49.2,8.8,8.8,3.0,6.0,3.0,6.0,,!,6.708203932499369,6.708203932499369,16.762666666666668,47.73033333333333,16.762543517475432,47.730331164216445,16.76268648963235,47.73035999999788,16.76256334044029,47.730357830881
46,01380+4600,A   944AB,AB,2021.8767,y,0.894,0.0,302.77,0.0,2.9,0.0,:,1,1,Gaia DR3 398718104901400576,,.,$,01 38 01.66 +45 59 54.0,9.2,9.5,3.0,-10.0,3.0,-10.0,N,!,10.44030650891055,10.44030650891055,24.506916666666665,45.99833333333334,24.506616079585115,45.99846774783007,24.50693586016,45.99828888888798,24.50663527312508,45.99842330338471
47,01479+4440,A   949,AB,2020.939,V,3.4956,0.0055,293.96,0.09,2.1,0.0,:,1,1,Gaia DR3 350333545965688064,,.,$,01 47 52.55 +44 40 00.7,9.3,9.3,18.0,-20.0,-34.0,2.0,N,.,26.90724809414742,34.058772731852805,26.968958333333333,44.66686111111111,26.967710686451923,44.667255426224216,26.96907081811992,44.66677222216839,26.96749821338461,44.66726431491599
48,01479+4440,A   949,AB,2020.939,y,3.4876,0.0059,294.07,0.1,1.3,0.0,*,1,1,Gaia DR3 350333545965688064,,.,$,01 47 52.55 +44 40 00.7,9.3,9.3,18.0,-20.0,-34.0,2.0,N,.,26.90724809414742,34.058772731852805,26.968958333333333,44.66686111111111,26.96771460610368,44.66725622274803,26.96907081811992,44.66677222216839,26.96750213303346,44.66726511143981
49,02199+3047,A   960,AB,2021.8467,y,1.0485,0.0022,318.26,0.12,1.8,0.0,:,1,1,Gaia DR3 132239603508139392,Gaia DR3 132239607798204288,.,.,02 19 51.67 +30 47 17.7,9.07,10.34,29.0,-16.0,29.0,-16.0,,.,33.12099032335839,33.12099032335839,34.965291666666666,30.788249999999994,34.96506595549004,30.788467322860257,34.965441700492484,30.788178888803603,34.96521598965494,30.788396211663876
50,03284+6015,A   980AB,AB,2021.9225,y,0.4063,0.0074,327.74,1.1,1.8,0.0,q,8,3,,,$,$,03 28 23.56 +60 15 20.6,6.73,8.29,19.0,-20.0,19.0,-20.0,O,!,27.586228448267445,27.586228448267445,52.09816666666666,60.25572222222223,52.09804524448669,60.25581766143586,52.09833687255854,60.25563333322581,52.098215450874726,60.255728772439454
51,03284+6015,A   980AB,AB,2021.9699,y,0.4083,0.0047,319.21,0.67,1.6,0.0399,:,3,1,,,$,$,03 28 23.56 +60 15 20.6,6.73,8.29,19.0,-20.0,19.0,-20.0,O,!,27.586228448267445,27.586228448267445,52.09816666666666,60.25572222222223,52.09801732269168,60.25580809092738,52.09833687255854,60.25563333322581,52.09818752902996,60.25571920193096
52,05071+5920,A  1025,AB,2022.1231,y,0.4057,0.0037,105.25,0.53,2.4,0.0,:,1,1,Gaia DR3 283988498948565248,,.,$,05 07 04.38 +59 19 58.8,8.6,9.7,12.0,-21.0,12.0,-21.0,W,!,24.186773244895647,24.186773244895647,76.76825,59.333000000000006,76.76846316849235,59.33297035766944,76.76835456511634,59.33290666662625,76.76856773351744,59.3328770242957
53,05294+3126,A  1035AB,AB,2022.0984,V,1.9042,0.0055,120.32,0.17,1.9,0.0,:,1,1,,,$,$,05 29 24.65 +31 25 34.3,9.57,11.03,-3.0,-47.0,-3.0,-47.0,N,.,47.09564735726647,47.09564735726647,82.35270833333333,31.426194444444445,82.35324341724514,31.42592741685108,82.35269270798715,31.425985555557848,82.35322779194345,31.42571852796448
54,05294+3126,A  1035AB,AB,2022.0984,y,1.9057,0.0042,119.59,0.13,1.9,0.0,:,1,1,,,$,$,05 29 24.65 +31 25 34.3,9.57,11.03,-3.0,-47.0,-3.0,-47.0,N,.,47.09564735726647,47.09564735726647,82.35270833333333,31.426194444444445,82.35324778533992,31.425933050036686,82.35269270798715,31.425985555557848,82.3532321600373,31.42572416115009
55,05501+4506,A  1043,AB,2022.1094,y,2.6284,0.0377,248.75,2.84,5.2,0.2804,*,2,1,Gaia DR3 196848525955730944,,.,$,05 50 06.43 +45 05 32.8,8.1,13.2,11.0,1.0,11.0,1.0,,!,11.04536101718726,11.04536101718726,87.52679166666667,45.092444444444446,87.52582778577415,45.0921798203518,87.52686091782473,45.09244888886791,87.52589703661137,45.092184264775256
56,06362+2458,A  1052,AB,2022.0987,y,1.7632,0.004,96.7,0.13,1.0,0.0459,:,2,1,,,$,$,06 36 13.46 +24 57 32.0,9.98,10.88,-3.0,-2.0,-3.0,-2.0,,.,3.605551275463989,3.605551275463989,99.05608333333332,24.958888888888893,99.05661987303908,24.95883174519348,99.05606862654594,24.95887999999942,99.05660516625854,24.958822856304003
57,07320+7520,A  1069,AB,2022.1125,y,0.7522,0.0012,349.8,0.09,1.3,0.0,:,1,1,,,$,$,07 32 01.92 +75 20 00.5,8.69,9.29,-2.0,-12.0,-2.0,-12.0,,.,12.16552506059644,12.16552506059644,113.00799999999998,75.33347222222221,113.00785386086513,75.3336778643811,113.00796489293404,75.33341888888707,113.00781875331772,75.33362453104597
58,08113+7422,A  1074,AB,2022.1234,y,0.9641,0.002,32.53,0.12,1.2,0.0,:,1,1,Gaia DR3 1135487407722315136,,.,$,08 11 20.79 +74 21 46.5,8.51,9.31,-25.0,-47.0,-25.0,-47.0,,.,53.23532661682466,53.23532661682466,122.83662499999998,74.36291666666666,122.83715928214149,74.36314245556224,122.83621278524758,74.36270777739611,122.8367470615855,74.36293356629169
59,13346+7004,A  1096,AB,2022.3533,y,1.9268,0.0109,171.88,0.33,4.4,0.0,*,1,1,Gaia DR3 1685186257456360704,Gaia DR3 1685186257457273728,.,.,13 34 33.41 +70 04 08.0,8.77,12.7,-85.0,-12.0,-83.0,-14.0,T,.,85.84287972802403,84.17244204607586,203.63920833333333,70.06888888888888,203.63943009544636,70.06835903244576,203.6381001262096,70.06883555212174,203.6383479918444,70.06829680694969
60,14428+0635,A  1109AB,AB,2021.3623,y,1.9292,0.0019,88.41,0.06,1.4,0.0,*,1,1,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,.,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.69887257952837,6.590681535779273,220.6975995951105,6.590951110571004,220.6981388412836,6.5909659796836095
61,14428+0635,A  1109AB,AB,2022.3962,y,1.9037,0.0024,88.16,0.15,2.0,0.4497,*,9,3,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,.,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.6988653823072,6.590683645558593,220.6975995951105,6.590951110571004,220.6981316440593,6.59096808946293
62,14428+0635,A  1109AB,AB,2022.4886,y,1.8844,0.0092,88.03,0.01,1.7,0.0,*,6,2,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,.,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.69885994857165,6.590684660427993,220.6975995951105,6.590951110571004,220.69812621032224,6.590969104332327
63,14497+0759,A  1110AB,AB,2020.4937,y,0.7143,0.0001,242.4,0.01,0.9,0.0,q,1,1,Gaia DR3 1173302640550040576,Gaia DR3 1173302640550747008,.,.,14 49 42.18 +07 59 12.3,7.69,7.93,-26.0,-5.0,-26.0,-5.0,,.,26.476404589747453,26.476404589747453,222.42574999999997,7.98675,222.42557244018948,7.986658074307177,222.42563331261124,7.986727777761772,222.42545575282705,7.986635852068951
64,14497+0759,A  1110AB,AB,2021.4936,y,0.7046,0.0002,242.33,0.02,0.7,0.0,,1,1,Gaia DR3 1173302640550040576,Gaia DR3 1173302640550747008,.,.,14 49 42.18 +07 59 12.3,7.69,7.93,-26.0,-5.0,-26.0,-5.0,,.,26.476404589747453,26.476404589747453,222.42574999999997,7.98675,222.42557496340208,7.98665911079257,222.42563331261124,7.986727777761772,222.4254582760393,7.986636888554345
