wsi_oid,wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016,epoch_prop_flag,gaia_id1,gaia_mag1,gaia_pm1,wds_gaia_dm1,wds_gaia_sep1,gaia_flag1,gaia_id2,gaia_mag2,gaia_pm2,wds_gaia_dm2,wds_gaia_sep2,gaia_flag2,xm_chk1,xm_chk2,jxm_id1,jxm_chk,sb_jxm_chk
45,01071+4744,A   931,AB,2021.8466,y,0.2983,0.0012,268.5,0.24,1.1,0.0,:,1,1,Gaia DR3 401688160686088192,,.,$,01 07 03.04 +47 43 49.2,8.8,8.8,3.0,6.0,$,$,,6.708203932499369,$,16.762666666666668,47.73033333333333,16.762543517475432,47.730331164216445,16.76268648963235,47.73035999999788,16.76256334044029,47.730357830881,!,Gaia DR3 401688160686088192,8.721527,7.0311704,0.0784730911254882,0.1390824606016841,.,,,,,,$,True,False,Gaia DR3 401688160686088192,True,True
46,01380+4600,A   944AB,AB,2021.8767,y,0.894,0.0,302.77,0.0,2.9,0.0,:,1,1,Gaia DR3 398718104901400576,,.,$,01 38 01.66 +45 59 54.0,9.2,9.5,3.0,-10.0,$,$,N,10.44030650891055,$,24.506916666666665,45.99833333333334,24.506616079585115,45.99846774783007,24.50693586016,45.99828888888798,24.50663527312508,45.99842330338471,!,Gaia DR3 398718104901400576,8.5931015,10.36932,0.606898307800293,0.0881962353933243,.,,,,,,$,True,False,Gaia DR3 398718104901400576,True,True
47,01479+4440,A   949,AB,2020.939,V,3.4956,0.0055,293.96,0.09,2.1,0.0,:,1,1,Gaia DR3 350333545965688064,,.,$,01 47 52.55 +44 40 00.7,9.3,9.3,18.0,-20.0,-34.0,2.0,N,26.90724809414742,34.058772731852805,26.968958333333333,44.66686111111111,26.967710686451923,44.667255426224216,26.96907081811992,44.66677222216839,26.96749821338461,44.66726431491599,,Gaia DR3 349581548731407872,9.808122,13.162287,0.5081214904785156,0.2755830847581547,.,Gaia DR3 349581548731407744,10.882879,13.11196,1.5828790664672852,0.6128364078718895,.,False,False,Gaia DR3 349581548731407872,True,False
48,01479+4440,A   949,AB,2020.939,y,3.4876,0.0059,294.07,0.1,1.3,0.0,*,1,1,Gaia DR3 350333545965688064,,.,$,01 47 52.55 +44 40 00.7,9.3,9.3,18.0,-20.0,-34.0,2.0,N,26.90724809414742,34.058772731852805,26.968958333333333,44.66686111111111,26.96771460610368,44.66725622274803,26.96907081811992,44.66677222216839,26.96750213303346,44.66726511143981,,Gaia DR3 349581548731407872,9.808122,13.162287,0.5081214904785156,0.2755830847581547,.,Gaia DR3 349581548731407744,10.882879,13.11196,1.5828790664672852,0.6051121703927937,.,False,False,Gaia DR3 349581548731407872,True,False
49,02199+3047,A   960,AB,2021.8467,y,1.0485,0.0022,318.26,0.12,1.8,0.0,:,1,1,Gaia DR3 132239603508139392,Gaia DR3 132239607798204288,.,.,02 19 51.67 +30 47 17.7,9.07,10.34,29.0,-16.0,29.0,-16.0,,33.12099032335839,33.12099032335839,34.965291666666666,30.788249999999994,34.96506595549004,30.788467322860257,34.965441700492484,30.788178888803603,34.96521598965494,30.78839621166388,,Gaia DR3 132239603508139392,8.880101,32.815365,0.1898984909057617,0.0743561656335078,.,Gaia DR3 132239607798204288,10.359516,,0.0195159912109375,0.0355161270974139,.,True,True,Gaia DR3 132239603508139392,True,True
50,03284+6015,A   980AB,AB,2021.9225,y,0.4063,0.0074,327.74,1.1,1.8,0.0,q,8,3,,,$,$,03 28 23.56 +60 15 20.6,6.73,8.29,19.0,-20.0,$,$,O,27.586228448267445,$,52.09816666666666,60.25572222222223,52.09804524448669,60.25581766143586,52.09833687255854,60.25563333322581,52.098215450874726,60.255728772439454,!,Gaia DR3 462398760370573568,6.6605196,30.08531,0.0694804191589355,0.3790573908973597,.,,,,,,$,False,False,Gaia DR3 462398760370573568,True,False
51,03284+6015,A   980AB,AB,2021.9699,y,0.4083,0.0047,319.21,0.67,1.6,0.0399,:,3,1,,,$,$,03 28 23.56 +60 15 20.6,6.73,8.29,19.0,-20.0,$,$,O,27.586228448267445,$,52.09816666666666,60.25572222222223,52.09801732269168,60.25580809092738,52.09833687255854,60.25563333322581,52.09818752902996,60.25571920193096,!,Gaia DR3 462398760370573568,6.6605196,30.08531,0.0694804191589355,0.3790573908973597,.,,,,,,$,False,False,Gaia DR3 462398760370573568,True,False
52,05071+5920,A  1025,AB,2022.1231,y,0.4057,0.0037,105.25,0.53,2.4,0.0,:,1,1,Gaia DR3 283988498948565248,,.,$,05 07 04.38 +59 19 58.8,8.6,9.7,12.0,-21.0,$,$,W,24.186773244895647,$,76.76825,59.333000000000006,76.76846316849235,59.33297035766944,76.76835456511634,59.33290666662625,76.76856773351744,59.3328770242957,!,Gaia DR3 283988498948565248,8.170003,28.079529,0.429997444152832,0.3220502116598348,.,,,,,,$,True,False,Gaia DR3 283988498948565248,True,True
53,05294+3126,A  1035AB,AB,2022.0984,V,1.9042,0.0055,120.32,0.17,1.9,0.0,:,1,1,,,$,$,05 29 24.65 +31 25 34.3,9.57,11.03,-3.0,-47.0,-3.0,-47.0,N,47.09564735726647,47.095647357266465,82.35270833333333,31.426194444444445,82.35324341724514,31.42592741685108,82.35269270798715,31.425985555557848,82.35322779194345,31.42571852796448,,Gaia DR3 3447142233536837376,9.326682,45.955692,0.2433176040649414,0.1425653309550587,.,Gaia DR3 3447142229242267136,10.79051,49.07654,0.2394895553588867,0.1909734615071611,.,False,False,Gaia DR3 3447142233536837376,True,False
54,05294+3126,A  1035AB,AB,2022.0984,y,1.9057,0.0042,119.59,0.13,1.9,0.0,:,1,1,,,$,$,05 29 24.65 +31 25 34.3,9.57,11.03,-3.0,-47.0,-3.0,-47.0,N,47.09564735726647,47.095647357266465,82.35270833333333,31.426194444444445,82.35324778533992,31.425933050036686,82.35269270798715,31.425985555557848,82.3532321600373,31.42572416115009,,Gaia DR3 3447142233536837376,9.326682,45.955692,0.2433176040649414,0.1425653309550587,.,Gaia DR3 3447142229242267136,10.79051,49.07654,0.2394895553588867,0.1815940277372323,.,False,False,Gaia DR3 3447142233536837376,True,False
55,05501+4506,A  1043,AB,2022.1094,y,2.6284,0.0377,248.75,2.84,5.2,0.2804,*,2,1,Gaia DR3 196848525955730944,,.,$,05 50 06.43 +45 05 32.8,8.1,13.2,11.0,1.0,$,$,,11.04536101718726,$,87.52679166666667,45.092444444444446,87.52582778577415,45.0921798203518,87.52686091782473,45.09244888886791,87.52589703661137,45.092184264775256,!,Gaia DR3 196848525955730944,8.154362,1.424099,0.054361343383789,0.1620173255616835,.,Gaia DR3 196848525953730048,12.260939,0.65404755,0.939061164855957,0.1336627631718221,.,True,False,Gaia DR3 196848525955730944,True,True
56,06362+2458,A  1052,AB,2022.0987,y,1.7632,0.004,96.7,0.13,1.0,0.0459,:,2,1,,,$,$,06 36 13.46 +24 57 32.0,9.98,10.88,-3.0,-2.0,-3.0,-2.0,,3.605551275463989,3.605551275463989,99.05608333333332,24.958888888888893,99.05661987303908,24.95883174519348,99.05606862654594,24.95887999999942,99.05660516625854,24.958822856304003,,Gaia DR3 3383174738683621248,9.886558,2.7875175,0.0934419631958007,0.3854844633539383,.,Gaia DR3 3383174742973735296,10.771106,2.7761002,0.1088943481445312,0.3836897859601884,.,False,False,Gaia DR3 3383174738683621248,True,False
57,07320+7520,A  1069,AB,2022.1125,y,0.7522,0.0012,349.8,0.09,1.3,0.0,:,1,1,,,$,$,07 32 01.92 +75 20 00.5,8.69,9.29,-2.0,-12.0,-2.0,-12.0,,12.16552506059644,12.165525060596439,113.00799999999998,75.33347222222221,113.00785386086513,75.3336778643811,113.00796489293404,75.33341888888707,113.00781875331772,75.33362453104597,,Gaia DR3 1136266793961207808,8.5733595,11.801993,0.1166400909423828,0.037859609879134,.,Gaia DR3 1136266793959423104,9.487795,,0.1977949142456054,0.0300434403658498,.,False,False,Gaia DR3 1136266793961207808,True,False
58,08113+7422,A  1074,AB,2022.1234,y,0.9641,0.002,32.53,0.12,1.2,0.0,:,1,1,Gaia DR3 1135487407722315136,,.,$,08 11 20.79 +74 21 46.5,8.51,9.31,-25.0,-47.0,-25.0,-47.0,,53.23532661682466,53.23532661682466,122.83662499999998,74.36291666666666,122.83715928214149,74.36314245556224,122.83621278524758,74.36270777739611,122.8367470615855,74.36293356629169,,Gaia DR3 1135487407722315136,8.444875,54.395767,0.0651254653930664,0.1984706839922219,.,Gaia DR3 1135487412015630848,9.207742,47.838165,0.1022586822509765,0.2027442516732938,.,True,False,Gaia DR3 1135487407722315136,True,True
59,13346+7004,A  1096,AB,2022.3533,y,1.9268,0.0109,171.88,0.33,4.4,0.0,*,1,1,Gaia DR3 1685186257456360704,Gaia DR3 1685186257457273728,.,.,13 34 33.41 +70 04 08.0,8.77,12.7,-85.0,-12.0,-83.0,-14.0,T,85.84287972802403,84.17244204607586,203.63920833333333,70.06888888888888,203.6394300954464,70.06835903244576,203.6381001262096,70.06883555212174,203.6383479918444,70.06829680694969,,Gaia DR3 1685186257456360704,8.454095,85.73504,0.3159055709838867,0.0529478052150963,.,Gaia DR3 1685186257457273728,11.471827,84.50408,1.2281732559204102,0.1591609074149995,.,True,True,Gaia DR3 1685186257456360704,True,True
60,14428+0635,A  1109AB,AB,2021.3623,y,1.9292,0.0019,88.41,0.06,1.4,0.0,*,1,1,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.6988725795284,6.590681535779273,220.6975995951105,6.590951110571004,220.6981388412836,6.5909659796836095,,Gaia DR3 1171581870493386112,7.2413354,170.0724,0.1986646652221679,0.3331545767614982,.,Gaia DR3 1171581870492769536,9.160424,161.28322,0.2795753479003906,0.3197349277994843,.,True,True,Gaia DR3 1171581870493386112,True,True
61,14428+0635,A  1109AB,AB,2022.3962,y,1.9037,0.0024,88.16,0.15,2.0,0.4497,*,9,3,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.6988653823072,6.590683645558593,220.6975995951105,6.590951110571004,220.6981316440593,6.59096808946293,,Gaia DR3 1171581870493386112,7.2413354,170.0724,0.1986646652221679,0.3331545767614982,.,Gaia DR3 1171581870492769536,9.160424,161.28322,0.2795753479003906,0.3327146431923755,.,True,True,Gaia DR3 1171581870493386112,True,True
62,14428+0635,A  1109AB,AB,2022.4886,y,1.8844,0.0092,88.03,0.01,1.7,0.0,*,6,2,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.69885994857165,6.590684660427993,220.6975995951105,6.590951110571004,220.69812621032224,6.590969104332327,,Gaia DR3 1171581870493386112,7.2413354,170.0724,0.1986646652221679,0.3331545767614982,.,Gaia DR3 1171581870492769536,9.160424,161.28322,0.2795753479003906,0.3449120338467599,.,True,True,Gaia DR3 1171581870493386112,True,True
63,14497+0759,A  1110AB,AB,2020.4937,y,0.7143,0.0001,242.4,0.01,0.9,0.0,q,1,1,Gaia DR3 1173302640550040576,Gaia DR3 1173302640550747008,.,.,14 49 42.18 +07 59 12.3,7.69,7.93,-26.0,-5.0,-26.0,-5.0,,26.476404589747453,26.476404589747453,222.42575,7.98675,222.42557244018948,7.986658074307177,222.42563331261124,7.986727777761772,222.42545575282705,7.986635852068951,,Gaia DR3 1173302640550040576,7.194145,25.982744,0.4958548545837402,0.1866371248825142,!,Gaia DR3 1173302640550747008,7.989296,,0.0592961311340332,0.1728727805134506,.,True,True,Gaia DR3 1173302640550040576,True,True
64,14497+0759,A  1110AB,AB,2021.4936,y,0.7046,0.0002,242.33,0.02,0.7,0.0,,1,1,Gaia DR3 1173302640550040576,Gaia DR3 1173302640550747008,.,.,14 49 42.18 +07 59 12.3,7.69,7.93,-26.0,-5.0,-26.0,-5.0,,26.476404589747453,26.476404589747453,222.42575,7.98675,222.42557496340208,7.98665911079257,222.42563331261124,7.986727777761772,222.4254582760393,7.986636888554345,,Gaia DR3 1173302640550040576,7.194145,25.982744,0.4958548545837402,0.1866371248825142,!,Gaia DR3 1173302640550747008,7.989296,,0.0592961311340332,0.1802342792974755,.,True,True,Gaia DR3 1173302640550040576,True,True
65,15116+1007,A  1116,AB,2021.4909,y,0.8476,0.0003,53.19,0.02,0.2,0.0,,1,1,Gaia DR3 1168175377311429248,Gaia DR3 1168175377312262656,.,.,15 11 38.29 +10 07 29.7,8.84,8.63,-23.0,-2.0,-23.0,-2.0,,23.08679276123039,23.08679276123039,227.90954166666663,10.124916666666667,227.90973315191744,10.125057736291806,227.9094378273407,10.124907777761631,227.90962931254583,10.125048847386772,,Gaia DR3 1168175377311429248,8.65671,23.8721,0.1832904815673828,0.0579658710263652,!,Gaia DR3 1168175377312262656,8.662661,20.139977,0.0326604843139648,0.0713300898217313,.,True,True,Gaia DR3 1168175377311429248,True,True
66,17082-0105,A  1145,AB,2020.5696,y,0.6922,0.0007,338.04,0.05,2.2,0.1,q,4,2,Gaia DR3 4379955529033570816,,.,$,17 08 13.65 -01 04 46.1,6.32,7.75,-14.0,-41.0,-14.0,-41.0,NO,43.32435804486894,43.32435804486894,257.056875,-1.0794722222222224,257.05680308319575,-1.0792938951282784,257.05681276673016,-1.079654444440982,257.0567408499296,-1.079476117347038,,Gaia DR3 4379955529033570816,6.2067375,37.0192,0.11326265335083,0.0798513678590519,.,,,,,,$,True,False,Gaia DR3 4379955529033570816,True,True
67,17082-0105,A  1145,AB,2021.5674,y,0.6705,0.0034,337.14,0.15,2.3,0.05,q,6,2,Gaia DR3 4379955529033570816,,.,$,17 08 13.65 -01 04 46.1,6.32,7.75,-14.0,-41.0,-14.0,-41.0,NO,43.32435804486894,43.32435804486894,257.056875,-1.0794722222222224,257.05680263262167,-1.0793006008847583,257.05681276673016,-1.079654444440982,257.05674039935536,-1.0794828231035178,,Gaia DR3 4379955529033570816,6.2067375,37.0192,0.11326265335083,0.0798513678590519,.,,,,,,$,True,False,Gaia DR3 4379955529033570816,True,True
68,17082-0105,A  1145,AB,2022.4931,y,0.6804,0.0104,335.83,0.86,2.3,0.1449,q,3,1,Gaia DR3 4379955529033570816,,.,$,17 08 13.65 -01 04 46.1,6.32,7.75,-14.0,-41.0,-14.0,-41.0,NO,43.32435804486894,43.32435804486894,257.056875,-1.0794722222222224,257.0567976010888,-1.0792997909768611,257.05681276673016,-1.079654444440982,257.05673536782257,-1.079482013195621,,Gaia DR3 4379955529033570816,6.2067375,37.0192,0.11326265335083,0.0798513678590519,.,,,,,,$,True,False,Gaia DR3 4379955529033570816,True,True
69,19269+1204,A  1181,AB,2020.6337,y,0.7117,0.0005,199.08,0.04,1.5,0.0,q,1,1,Gaia DR3 4315798269676322304,,.,$,19 26 56.75 +12 03 43.4,7.29,8.83,4.0,-12.0,4.0,-12.0,,12.649110640673518,12.649110640673518,291.7364583333333,12.062055555555556,291.73639225044246,12.061868721828157,291.73647651246904,12.06200222222246,291.7364104295656,12.061815388495058,,Gaia DR3 4315798269676322304,7.3181677,14.172605,0.028167724609375,0.0550668982229613,.,,,,,,$,True,False,Gaia DR3 4315798269676322304,True,True
70,21502+7146,A  1225,AB,2021.8,y,1.0901,0.0008,193.48,0.04,1.7,0.0,q,1,1,Gaia DR3 2272771318654491904,Gaia DR3 2272771318652864896,.,.,21 50 14.85 +71 45 56.5,8.3,9.91,48.0,42.0,48.0,42.0,N,63.7808748764079,63.7808748764079,327.561875,71.76569444444445,327.5616494204381,71.7653999806415,327.5625567927416,71.76588110990268,327.56233120254376,71.76558664609975,,Gaia DR3 2272771318654491904,8.124718,60.311825,0.1752824783325195,0.0256379644668626,.,Gaia DR3 2272771318652864896,9.672383,58.335636,0.2376165390014648,0.0333922042181254,.,True,True,Gaia DR3 2272771318654491904,True,True
71,23088+1058,A  1238CD,CD,2021.8604,C,1.2832,0.0558,306.83,2.49,0.3,0.0,:,1,1,,,$,$,23 08 43.13 +10 57 59.0,11.9,11.9,-14.0,-11.0,$,$,N,17.804493814764857,$,347.17970833333334,10.966388888888888,347.1794177218441,10.966602556799346,347.17964495374434,10.966339999994211,347.17935434220936,10.96655366790467,!,Gaia DR3 2811377912837345792,11.714474,16.488592,0.185525894165039,0.6186542128763497,!,Gaia DR3 2811377912836566656,11.79434,16.353382,0.1056594848632812,0.6243295207722952,.,False,False,Gaia DR3 2811377912837345792,True,False
72,23520+1252,A  1247,AB,2021.8758,y,0.3959,0.0055,262.84,3.18,0.7,0.0943,:,8,3,Gaia DR3 2769864786179943552,,.,$,23 52 01.43 +12 52 19.2,9.7,10.0,-19.0,-19.0,$,$,NC,26.87005768508881,$,358.0059583333333,12.872,358.0058464059703,12.871986292975098,358.0058717121436,12.871915555542646,358.0057597847853,12.871901848517744,!,Gaia DR3 2769864786179943552,9.827259,,0.1272592544555664,0.0656580212311127,.,,,,,,$,True,False,Gaia DR3 2769864786179943552,True,True
73,00136+4412,A  1254,AB,2021.849,V,1.2551,0.0149,272.23,0.68,1.3,0.0,:,1,1,,,$,$,00 13 36.51 +44 11 43.0,9.48,10.2,35.0,-2.0,35.0,-2.0,,35.05709628591621,35.05709628591621,3.402125,44.195277777777775,3.401639099783448,44.19529134264162,3.402341962982598,44.19526888868371,3.4018560628159884,44.19528245354755,,Gaia DR3 385564819098095488,9.329527,29.773684,0.1504726409912109,0.2402552369358469,.,Gaia DR3 385564819096748032,10.0417795,33.33283,0.1582202911376953,0.2453715236297207,.,False,False,Gaia DR3 385564819098095488,True,False
74,00136+4412,A  1254,AB,2021.849,y,1.1176,0.0049,271.79,0.25,0.8,0.0,:,1,1,,,$,$,00 13 36.51 +44 11 43.0,9.48,10.2,35.0,-2.0,35.0,-2.0,,35.05709628591621,35.05709628591621,3.402125,44.195277777777775,3.401692215023213,44.1952874741003,3.402341962982598,44.19526888868371,3.4019091780415107,44.19527858500624,,Gaia DR3 385564819098095488,9.329527,29.773684,0.1504726409912109,0.2402552369358469,.,Gaia DR3 385564819096748032,10.0417795,33.33283,0.1582202911376953,0.1208172272651552,.,False,False,Gaia DR3 385564819098095488,True,False
75,02517+4559,A  1281AB,AB,2021.9234,y,0.67,0.0043,150.93,1.02,1.8,0.1,:,6,2,Gaia DR3 433996210355952512,,.,$,02 51 39.69 +45 58 44.9,8.97,10.72,488.0,-286.0,$,$,O,565.6323894544937,$,42.915375,45.97913888888888,42.915505125716265,45.97897622272587,42.91849598995336,45.97786773532116,42.91862610650125,45.97770506915838,!,Gaia DR3 433996210355952512,8.688349,571.236,0.281651496887207,1.5304975127420162,!,Gaia DR3 433996210354054400,10.262922,,0.4570779800415039,1.5128626646310286,.,True,False,Gaia DR3 433996210355952512,True,True
76,05576+5831,A  1314,AB,2022.1122,y,1.0681,0.0162,135.2,0.87,3.8,0.0,:,1,1,Gaia DR3 269063625033848832,,.,$,05 57 37.96 +58 30 44.7,9.5,14.0,29.0,-23.0,$,$,,37.01351104664349,$,89.40816666666666,58.51241666666666,89.40856692377494,58.51220614034851,89.40841343119318,58.51231444420933,89.40881368682113,58.5121039178912,!,Gaia DR3 269063625033848832,9.099124,18.57413,0.4008760452270508,0.3995885889590783,.,Gaia DR3 269063625031869952,12.545639,,1.4543609619140625,0.3474605599439563,.,True,False,Gaia DR3 269063625033848832,True,True
77,06095+5843,A  1317,AB,2022.1094,y,0.579,0.0448,164.24,8.69,2.6,0.7552,:,2,1,Gaia DR3 999373198256303360,,.,$,06 09 32.43 +58 42 39.1,9.7,11.4,11.0,-17.0,$,$,,20.248456731316587,$,92.385125,58.71086111111112,92.385209110705,58.71070632382173,92.38521913326451,58.71078555552242,92.38530324355108,58.71063076823303,!,Gaia DR3 999373198256303360,9.520761,12.320229,0.179239273071289,0.1927865938089622,.,,,,,,$,True,False,Gaia DR3 999373198256303360,True,True
78,07042+5626,A  1324AB,AB,2022.1123,y,0.2951,0.0052,8.13,1.0,1.1,0.0,:,1,1,,,$,$,07 04 09.76 +56 26 24.9,10.27,10.04,-9.0,-23.0,-9.0,-23.0,,24.698178070456937,24.698178070456937,106.04066666666664,56.44025,106.04068763694656,56.44033114837883,106.04059430878551,56.44014777775831,106.04061527891092,56.440228926137145,,Gaia DR3 988395502364059008,9.907021,,0.3629798889160156,0.1359417540326802,!,Gaia DR3 988395502366216960,9.965523,24.255459,0.0744771957397461,0.5027962665678865,.,False,False,Gaia DR3 988395502366216960,False,False
79,08071+5407,A  1333,AB,2022.1233,y,0.4888,0.0025,200.08,0.3,1.1,0.0,:,1,1,Gaia DR3 1032587726543971584,,.,$,08 07 04.49 +54 07 11.6,9.39,8.64,-9.0,-25.0,-9.0,-25.0,,26.570660511172846,26.570660511172846,121.76870833333334,54.11988888888889,121.76862879502968,54.11976136445188,121.76864008474573,54.1197777777602,121.76856054665204,54.11965025332319,,Gaia DR3 1032587726543971584,8.727297,,0.6627035140991211,0.3380996239304534,.,,,,,,$,True,False,Gaia DR3 1032587726543971584,True,True
80,09591+5316,A  1346,AB,2022.1999,y,0.6153,0.0032,178.09,0.32,1.1,0.0494,q,3,1,Gaia DR3 828538228357203968,Gaia DR3 828538228356419456,.,.,09 59 05.55 +53 15 49.5,8.84,9.66,-58.0,-16.0,$,$,NO,60.166435825965294,$,149.77312499999996,53.26375,149.7731345239196,53.26357917829185,149.77269402954954,53.26367888811305,149.7727035551907,53.2635080664049,!,Gaia DR3 828538228357203968,8.577359,60.793194,0.2626409530639648,0.5124302086270192,.,Gaia DR3 828538228356419456,9.504814,,0.1551856994628906,0.4404459412396969,.,True,True,Gaia DR3 828538228357203968,True,True
81,18003+2154,A  1374AB,AB,2021.748,y,0.512,0.0045,205.88,0.64,2.0,0.1194,q,3,1,Gaia DR3 4576215537103714944,,.,$,18 00 17.93 +21 53 47.5,8.9,10.9,-30.0,14.0,$,$,NO,33.1058907144937,$,270.0747083333333,21.896527777777777,270.07464142854207,21.89639981898072,270.0745646332558,21.896589999936687,270.0744977285936,21.896462041139625,!,Gaia DR3 4576215537103714944,8.522775,36.23207,0.3772249221801758,0.2922291473107503,.,,,,,,$,True,False,Gaia DR3 4576215537103714944,True,True
82,22112+5347,A  1456AB,AB,2021.7154,V,6.287,0.0001,171.91,0.0,4.3,0.0,,1,1,Gaia DR3 2004626683499515520,Gaia DR3 2004626614782678656,.,.,22 11 15.15 +53 46 27.4,9.29,10.4,-2.0,-1.0,10.0,-30.0,,2.23606797749979,31.622776601683793,332.813125,53.774277777777776,332.8135408541681,53.77254876782203,332.8131099587633,53.77427333333246,332.8136160570229,53.77241543446724,,Gaia DR3 2004626683499515520,8.707692,2.9996803,0.5823078155517578,0.0837356757875941,.,Gaia DR3 2004626614782678656,10.874943,4.4112635,0.4749431610107422,0.4629307252402691,.,True,True,Gaia DR3 2004626683499515520,True,True
83,22112+5347,A  1456AC,AC,2021.7154,V,7.5041,0.0001,200.24,0.0,4.5,0.0,,1,1,Gaia DR3 2004626683499515520,Gaia DR3 2004626614780039296,.,.,22 11 15.15 +53 46 27.4,9.29,10.4,-2.0,-1.0,8.0,0.0,,2.23606797749979,8.0,332.813125,53.774277777777776,332.8119048043186,53.77232201191385,332.8131099587633,53.77427333333246,332.81196496646857,53.7723220118988,,Gaia DR3 2004626683499515520,8.707692,2.9996803,0.5823078155517578,0.0837356757875941,.,Gaia DR3 2004626614780039296,11.011074,4.972676,0.6110744476318359,0.1632424918297984,!,True,True,Gaia DR3 2004626683499515520,True,True
