wds_id,wds_dd,wds_comp,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2,wds_coord1,wds_mag1,wds_mag2,wds_pm1_ra,wds_pm1_dec,wds_pm2_ra,wds_pm2_dec,wds_notes,wds_pm1,wds_pm2,wds_ra1_J2000,wds_dec1_J2000,wds_ra2_J2000,wds_dec2_J2000,wds_ra1_J2016,wds_dec1_J2016,wds_ra2_J2016,wds_dec2_J2016,epoch_prop_flag
09260+2839,A   222,AB,2022.1999,y,0.3852,0.0011,359.76,0.33,0.7,0.1087,:,3,1,Gaia DR3 695443342248789504,,.,$,09 26 02.33 +28 39 01.5,9.13,9.41,-82.0,-81.0,$,$,NO,115.26057435220423,$,141.50970833333332,28.65041666666667,141.50970782260018,28.650523665727963,141.50929304252787,28.650056666039,141.509292531371,28.650163665100287,!
01343-0827,A   314,AB,2021.8838,y,0.4686,0.0072,2.38,0.86,1.5,0.1,q,6,2,Gaia DR3 2477163177273324544,,.,$,01 34 19.42 -08 27 27.3,8.8,9.1,-13.0,-59.0,$,$,NO,60.41522986797286,$,23.580916666666667,-8.457583333333332,23.580922131511986,-8.45745327895014,23.580858253609474,-8.457845555547156,23.580863718474507,-8.457715501163964,!
07237-0528,A   333,AB,2022.1261,y,0.809,0.0086,334.47,1.03,2.4,0.008,:,2,1,,,$,$,07 23 40.98 -05 27 55.6,8.4,10.8,8.0,9.0,$,$,,12.041594578792296,$,110.92075000000001,-5.4654444444444445,110.92065270611842,-5.465241664149348,110.9207857179327,-5.465404444444009,110.92068842403901,-5.465201664148912,!
19594+3206,A   378,AB,2021.5704,y,0.9232,0.0006,291.4,0.04,0.9,0.0,,1,1,Gaia DR3 2033994119367185920,Gaia DR3 2033994123709274624,.,.,19 59 22.02 +32 06 28.0,8.48,8.98,2.0,-13.0,2.0,-13.0,O,13.152946437965905,13.152946437965905,299.84175000000005,32.10777777777778,299.84146812242625,32.10787134808986,299.84176049393244,32.10772000000047,299.84147861636944,32.107813570312544,
20080+4204,A   383,AB,2021.8053,y,0.2833,0.0344,2.33,9.56,0.1,0.1474,:,3,1,,,$,$,20 08 00.45 +42 03 39.4,10.37,10.43,-6.0,-4.0,-6.0,-4.0,O,7.211102550927978,7.211102550927978,302.001875,42.06094444444445,302.0018793092444,42.0610230738278,302.0018390820507,42.06092666666135,302.0018433912506,42.061005296044684,
23561+2520,A   426,AB,2021.7456,y,0.3608,0.0077,282.89,0.58,0.4,0.0694,:,3,1,Gaia DR3 2851814170936555776,,.,$,23 56 07.61 +25 20 26.4,9.26,9.92,79.0,59.0,$,$,NO,98.60020283954795,$,359.0317083333333,25.340666666666664,359.0316002353857,25.34068902419902,359.0320968263915,25.340928888375345,359.0319887285157,25.340951245907696,!
23561+2520,A   426,AB,2021.8758,y,0.3273,0.0239,279.82,1.15,0.3,0.3771,:,7,3,Gaia DR3 2851814170936555776,,.,$,23 56 07.61 +25 20 26.4,9.26,9.92,79.0,59.0,$,$,NO,98.60020283954795,$,359.0317083333333,25.340666666666664,359.03160921108554,25.34068217278566,359.0320968263915,25.340928888375345,359.0319977041936,25.340944394494336,!
00039+2759,A   429AB,AB,2020.8815,y,0.5332,0.0253,326.52,1.42,1.3,0.0731,:,2,1,,,$,$,00 03 53.34 +27 58 49.7,9.3,9.43,14.0,-1.0,14.0,-1.0,,14.035668847618199,14.035668847618199,0.97225,27.980472222222218,0.9721574801517149,27.980595758474827,0.9723204582570726,27.980467777759895,0.9722279384894968,27.9805913140125,
02453-0529,A   453,AB,2022.0299,V,0.9269,0.0054,90.97,0.33,0.7,0.0,:,1,1,,,$,$,02 45 15.69 -05 28 58.7,10.07,10.44,6.0,-14.0,6.0,-14.0,,15.231546211727817,15.231546211727817,41.315374999999996,-5.482972222222222,41.315633618600835,-5.482976580884358,41.31540178923947,-5.483034444442883,41.31566040784051,-5.483038803105019,
02453-0529,A   453,AB,2022.0299,y,0.9491,0.0108,97.32,0.65,0.4,0.0,:,1,1,,,$,$,02 45 15.69 -05 28 58.7,10.07,10.44,6.0,-14.0,6.0,-14.0,,15.231546211727817,15.231546211727817,41.315374999999996,-5.482972222222222,41.31563769216563,-5.48300581261653,41.31540178923947,-5.483034444442883,41.315664481406614,-5.483068034837192,
05043-0602,A   481AB,AB,2022.085,y,0.4234,0.0096,280.35,0.99,1.3,0.0665,q,3,1,Gaia DR3 3211296783218366336,,.,$,05 04 18.00 -06 01 52.7,7.07,8.96,-1.0,6.0,-1.0,6.0,O,6.082762530298219,6.082762530298219,76.07499999999999,-6.031305555555555,76.07488365859518,-6.031284425442949,76.07499553081726,-6.031278888889283,76.07487918941264,-6.031257758776678,
05487-0856,A   499AB,AB,2021.0583,V,12.0558,0.0193,239.36,0.09,3.4,0.0,,1,1,Gaia DR3 3012451990824399872,,.,$,05 48 40.01 -08 55 51.7,8.27,10.51,89.0,-158.0,21.0,21.0,L,181.34221791960084,29.698484809834994,87.16670833333332,-8.931027777777775,87.16379166722082,-8.93273447318918,87.16710874425077,-8.93172999977448,87.16388614643749,-8.932641139845346,
07378-0236,"A   534AB,C","AB,C",2022.1261,y,1.4322,0.0104,305.18,0.41,3.0,0.0542,:,2,1,Gaia DR3 3060924751210213888,,.,$,07 37 48.94 -02 35 49.4,7.94,10.61,-10.0,-30.0,-8.0,-27.0,L,31.622776601683793,28.160255680657446,114.45391666666666,-2.597055555555556,114.4535911648946,-2.596826345014828,114.45387217652237,-2.59718888888604,114.453555572786,-2.5969463450124675,
10370-0850,A   556AB,AB,2021.3019,y,0.916,0.0144,215.67,1.28,2.9,0.0029,,2,1,Gaia DR3 3762120497774235648,,.,$,10 37 00.02 -08 50 23.6,7.1,9.8,-94.0,-49.0,-101.0,-74.0,NO,106.00471687618433,125.2078272313676,159.25008333333332,-8.839888888888892,159.24993317905495,-8.840095596715857,159.24966053313977,-8.840106666426406,159.2494788933487,-8.840424485326151,
20519+0544,A   613,AB,2021.845,y,0.6235,0.0012,314.69,0.03,0.4,0.05,q,6,2,,,$,$,20 51 54.49 +05 44 29.5,9.1,9.03,75.0,-4.0,75.0,-4.0,O,75.1065909225016,75.1065909225016,312.97704166666665,5.741527777777779,312.976917918053,5.741649580331259,312.9773766806416,5.741509999902788,312.9772529320996,5.741631802456263,
22520+5743,A   632,AB,2021.7838,y,0.3449,0.0204,94.61,4.36,0.6,0.1633,,9,3,,,$,$,22 52 00.55 +57 43 00.6,8.59,9.32,-93.0,-220.0,$,$,NO,238.8493248891443,$,343.0022916666667,57.716833333333334,343.0024704625436,57.71682563303761,343.0015178058284,57.71585555321099,343.00169660187004,57.71584785291528,!
22520+5743,A   632,AB,2021.9503,y,0.3594,0.0165,92.67,1.28,0.7,0.0829,q,3,1,,,$,$,22 52 00.55 +57 43 00.6,8.59,9.32,-93.0,-220.0,$,$,NO,238.8493248891443,$,343.0022916666667,57.716833333333334,343.0024783811332,57.716828682617184,343.0015178058284,57.71585555321099,343.0017045203944,57.71585090249484,!
00205+4531,A   647,AB,2021.9505,y,0.7279,0.0008,90.61,0.06,2.2,0.0,q,1,1,,,$,$,00 20 33.00 +45 30 32.2,7.17,9.56,64.0,-18.0,64.0,-18.0,O,66.48308055437865,66.48308055437865,5.137499999999998,45.50894444444445,5.137788503967672,45.50894229145713,5.137905885964554,45.50886444372697,5.138194389916702,45.50886229073966,
00298+6904,A   649,AB,2021.9505,y,0.4284,0.0025,138.77,0.33,0.3,0.0,:,1,1,Gaia DR3 529716187982962560,Gaia DR3 529716187981171840,.,.,00 29 49.39 +69 04 29.4,9.6,9.58,-4.0,-11.0,-4.0,-11.0,,11.704699910719626,11.704699910719626,7.455791666666667,69.07483333333333,7.456011268985803,69.07474383687284,7.455741889760174,69.074784444438,7.455961492282653,69.0746949479775,
00434+4726,A   651,AB,2021.9332,y,0.9426,0.0057,137.42,0.36,1.3,0.1414,:,9,3,Gaia DR3 390034814901709440,Gaia DR3 390034814898746112,.,.,00 43 22.78 +47 26 18.8,9.67,10.2,94.0,-19.0,94.0,-19.0,O,95.90099061010788,95.90099061010788,10.844916666666665,47.43855555555555,10.845178591366281,47.43836275865058,10.845534332481266,47.43847110945378,10.845796254917591,47.438278312548825,
06319-0938,A   670,AB,2022.107,y,0.5396,0.0147,177.21,0.85,1.4,0.0722,:,3,1,Gaia DR3 3002971043795474176,,.,$,06 31 55.31 -09 38 11.8,8.6,9.1,15.0,-38.0,$,$,NO,40.85339643163099,$,97.98045833333332,-9.636611111111112,97.98046573366896,-9.63676082232883,97.98052595421207,-9.636779999990795,97.98053335457772,-9.636929711208516,!
07309+3034,A   673AB,AB,2022.1669,y,0.3229,0.0013,345.94,0.23,0.6,0.0,:,1,1,Gaia DR3 891766056829306368,Gaia DR3 891766056828534400,.,.,07 30 54.90 +30 34 26.2,9.24,9.58,-6.0,-15.0,$,$,N,16.15549442140351,$,112.72874999999999,30.573944444444436,112.7287246912103,30.574031451807198,112.72871902732757,30.573877777775138,112.7286937185101,30.5739647851379,!
07446+3107,A   674,AB,2022.1096,y,1.0486,0.0024,122.8,0.13,2.0,0.0,:,1,1,Gaia DR3 880048041725384064,Gaia DR3 880048046016255104,.,.,07 44 38.11 +31 06 50.1,8.21,9.77,-3.0,-12.0,-3.0,-12.0,,12.36931687685298,12.36931687685298,116.15879166666666,31.11391666666667,116.15907764502121,31.11375887878723,116.15877609292784,31.113863333333224,116.15906207130827,31.113705545453797,
20210+4437,A   725,AB,2021.8026,y,0.9008,0.0,28.13,0.01,0.8,0.05,q,6,2,Gaia DR3 2081388160068434048,Gaia DR3 2081388160059813120,.,.,20 20 57.88 +44 36 29.7,9.46,10.23,-145.0,49.0,$,$,NO,153.05554547287727,$,305.24116666666663,44.60824999999999,305.24133237745787,44.608470665884525,305.24026144925085,44.60846777419934,305.24042715660306,44.60868844008385,!
20335+4703,A   738AB,AB,2021.7152,y,2.5169,0.0,247.52,0.0,2.8,0.0,,1,1,Gaia DR3 2071586112684243328,Gaia DR3 2071586116976482688,.,.,20 33 30.77 +47 02 58.0,9.26,11.04,0.0,-7.0,$,$,,7.0,$,308.3782083333333,47.04944444444444,308.37726022423465,47.04917711714748,308.3782083333333,47.04941333333381,308.37726022423465,47.04914600603684,!
21056+6030,A   758AB,AB,2021.8053,V,0.3382,0.0236,122.88,1.4,1.0,0.0693,:,3,1,Gaia DR3 2192468383843943168,,.,$,21 05 34.47 +60 29 33.5,9.89,10.76,6.0,4.0,$,$,O,7.211102550927978,$,316.393625,60.49263888888889,316.3937851820071,60.49258788810756,316.393679141656,60.49265666665543,316.39383932357794,60.492605665874095,!
21056+6030,A   758AB,AB,2021.7808,y,0.4258,0.0161,132.44,4.37,1.0,0.4546,:,9,3,Gaia DR3 2192468383843943168,,.,$,21 05 34.47 +60 29 33.5,9.89,10.76,6.0,4.0,$,$,O,7.211102550927978,$,316.393625,60.49263888888889,316.3938022196382,60.49255907282607,316.393679141656,60.49265666665543,316.39385636116094,60.492576850592606,!
21056+6030,"A   758AB,C","AB,C",2021.7453,y,8.6053,0.1208,189.84,1.65,5.8,1.52,:,3,1,Gaia DR3 2192468383843943168,Gaia DR3 2192468276467448192,.,.,21 05 34.47 +60 29 33.5,9.45,14.0,5.0,5.0,$,$,,7.0710678118654755,$,316.393625,60.49263888888889,316.3927956649801,60.49028369021415,316.3936701180528,60.49266111110317,316.3928407797561,60.490305912428404,!
23576+4804,A   799,AB,2021.6938,y,2.082,0.0009,191.19,0.03,0.3,0.0,*,1,1,Gaia DR3 1939557100018296192,Gaia DR3 1939557100018356608,.,.,23 57 33.14 +48 04 15.4,9.15,9.32,33.0,4.0,33.0,2.0,V,33.24154027718932,33.06055050963308,359.3880833333333,48.07094444444444,359.3879153742215,48.0703771056602,359.3883028253079,48.07096222201295,359.38813486373846,48.070385994339944,
03261+1229,A   829,AB,2021.8607,y,0.4976,0.0049,35.17,1.06,1.9,0.0707,:,2,1,Gaia DR3 16823936654644480,Gaia DR3 16823940949244160,.,.,03 26 08.81 +12 28 54.7,8.82,10.38,-72.0,-23.0,$,$,NO,75.58438992278762,$,51.53670833333334,12.481861111111112,51.536789877307946,12.481974100385235,51.53638058700969,12.481758888692667,51.53646213084123,12.481871877966784,!
03261+1229,A   829,AB,2022.0846,y,0.4879,0.0066,33.98,1.16,2.0,0.0499,q,3,1,Gaia DR3 16823936654644480,Gaia DR3 16823940949244160,.,.,03 26 08.81 +12 28 54.7,8.82,10.38,-72.0,-23.0,$,$,NO,75.58438992278762,$,51.53670833333334,12.481861111111112,51.53678591397173,12.481973495167448,51.53638058700969,12.481758888692667,51.53645816750577,12.481871272749,!
05100+7541,A   841BC,BC,2022.1176,y,0.7877,0.0271,246.28,2.77,0.8,0.25,:,2,2,Gaia DR3 503713901913847808,Gaia DR3 503713906209481600,.,.,05 09 57.42 +75 41 41.0,10.1,10.9,8.0,-52.0,$,$,,52.61178575186362,$,77.48925,75.69472222222224,77.48843927700676,75.69463420251165,77.48939389591324,75.69449111107144,77.48858317205311,75.69440309136087,!
00245+5632,A   908,AB,2021.9148,y,0.3415,0.0022,246.67,0.36,0.5,0.0,:,1,1,,,$,$,00 24 31.54 +56 32 19.5,10.4,10.19,4.0,-2.0,4.0,-2.0,,4.47213595499958,4.47213595499958,6.1314166666666665,56.53875,6.13125868809879,56.53871243240064,6.131448909407768,56.53874111110708,6.131290930807904,56.53870354350771,
00508+3203,"A   922Aa,Ab","Aa,Ab",2021.9601,y,0.5985,0.0035,334.21,0.42,0.4,0.05,:,6,2,,,$,$,00 50 50.92 +32 02 58.2,9.61,9.77,-9.0,-70.0,-9.0,-70.0,NO,70.57619995437555,70.57619995437555,12.712166666666665,32.0495,12.71208132921937,32.04964969059358,12.712119474197221,32.04918888888497,12.712034136672731,32.04933857947856,
01011+6022,A   926,AB,2021.8795,y,0.381,0.0015,179.98,0.23,1.3,0.0,:,1,1,Gaia DR3 426478059093070080,,.,$,01 01 06.49 +60 21 30.4,9.23,8.65,22.0,-19.0,22.0,-19.0,O,29.068883707497267,29.068883707497267,15.277041666666664,60.358444444444444,15.277041741362874,60.35833861111756,15.277239367812005,60.35835999985469,15.277239441866469,60.3582541665278,
01071+4744,A   931,AB,2021.8466,y,0.2983,0.0012,268.5,0.24,1.1,0.0,:,1,1,Gaia DR3 401688160686088192,,.,$,01 07 03.04 +47 43 49.2,8.8,8.8,3.0,6.0,$,$,,6.708203932499369,$,16.762666666666668,47.730333333333334,16.762543517475432,47.730331164216445,16.76268648963235,47.73035999999788,16.76256334044029,47.730357830881,!
01380+4600,A   944AB,AB,2021.8767,y,0.894,0.0,302.77,0.0,2.9,0.0,:,1,1,Gaia DR3 398718104901400576,,.,$,01 38 01.66 +45 59 54.0,9.2,9.5,3.0,-10.0,$,$,N,10.44030650891055,$,24.506916666666665,45.99833333333334,24.506616079585115,45.99846774783007,24.506935860160002,45.99828888888798,24.50663527312508,45.998423303384705,!
01479+4440,A   949,AB,2020.939,V,3.4956,0.0055,293.96,0.09,2.1,0.0,:,1,1,Gaia DR3 350333545965688064,,.,$,01 47 52.55 +44 40 00.7,9.3,9.3,18.0,-20.0,-34.0,2.0,N,26.90724809414742,34.058772731852805,26.968958333333333,44.66686111111111,26.967710686451923,44.667255426224216,26.969070818119917,44.66677222216839,26.967498213384612,44.66726431491599,
01479+4440,A   949,AB,2020.939,y,3.4876,0.0059,294.07,0.1,1.3,0.0,*,1,1,Gaia DR3 350333545965688064,,.,$,01 47 52.55 +44 40 00.7,9.3,9.3,18.0,-20.0,-34.0,2.0,N,26.90724809414742,34.058772731852805,26.968958333333333,44.66686111111111,26.967714606103677,44.66725622274803,26.969070818119917,44.66677222216839,26.96750213303346,44.66726511143981,
02199+3047,A   960,AB,2021.8467,y,1.0485,0.0022,318.26,0.12,1.8,0.0,:,1,1,Gaia DR3 132239603508139392,Gaia DR3 132239607798204288,.,.,02 19 51.67 +30 47 17.7,9.07,10.34,29.0,-16.0,29.0,-16.0,,33.12099032335839,33.12099032335839,34.965291666666666,30.788249999999994,34.96506595549004,30.788467322860257,34.965441700492484,30.788178888803603,34.96521598965494,30.788396211663873,
03284+6015,A   980AB,AB,2021.9225,y,0.4063,0.0074,327.74,1.1,1.8,0.0,q,8,3,,,$,$,03 28 23.56 +60 15 20.6,6.73,8.29,19.0,-20.0,$,$,O,27.586228448267445,$,52.098166666666664,60.255722222222225,52.098045244486684,60.25581766143586,52.09833687255854,60.25563333322581,52.098215450874726,60.255728772439454,!
03284+6015,A   980AB,AB,2021.9699,y,0.4083,0.0047,319.21,0.67,1.6,0.0399,:,3,1,,,$,$,03 28 23.56 +60 15 20.6,6.73,8.29,19.0,-20.0,$,$,O,27.586228448267445,$,52.098166666666664,60.255722222222225,52.098017322691675,60.25580809092738,52.09833687255854,60.25563333322581,52.09818752902996,60.25571920193096,!
05071+5920,A  1025,AB,2022.1231,y,0.4057,0.0037,105.25,0.53,2.4,0.0,:,1,1,Gaia DR3 283988498948565248,,.,$,05 07 04.38 +59 19 58.8,8.6,9.7,12.0,-21.0,$,$,W,24.186773244895647,$,76.76825,59.333000000000006,76.76846316849235,59.33297035766944,76.76835456511634,59.33290666662625,76.76856773351744,59.3328770242957,!
05294+3126,A  1035AB,AB,2022.0984,V,1.9042,0.0055,120.32,0.17,1.9,0.0,:,1,1,,,$,$,05 29 24.65 +31 25 34.3,9.57,11.03,-3.0,-47.0,-3.0,-47.0,N,47.095647357266465,47.095647357266465,82.35270833333333,31.426194444444445,82.35324341724514,31.425927416851078,82.35269270798715,31.425985555557848,82.35322779194345,31.42571852796448,
05294+3126,A  1035AB,AB,2022.0984,y,1.9057,0.0042,119.59,0.13,1.9,0.0,:,1,1,,,$,$,05 29 24.65 +31 25 34.3,9.57,11.03,-3.0,-47.0,-3.0,-47.0,N,47.095647357266465,47.095647357266465,82.35270833333333,31.426194444444445,82.35324778533992,31.425933050036686,82.35269270798715,31.425985555557848,82.3532321600373,31.42572416115009,
05501+4506,A  1043,AB,2022.1094,y,2.6284,0.0377,248.75,2.84,5.2,0.2804,*,2,1,Gaia DR3 196848525955730944,,.,$,05 50 06.43 +45 05 32.8,8.1,13.2,11.0,1.0,$,$,,11.045361017187261,$,87.52679166666667,45.092444444444446,87.52582778577415,45.0921798203518,87.52686091782473,45.09244888886791,87.52589703661137,45.092184264775256,!
06362+2458,A  1052,AB,2022.0987,y,1.7632,0.004,96.7,0.13,1.0,0.0459,:,2,1,,,$,$,06 36 13.46 +24 57 32.0,9.98,10.88,-3.0,-2.0,-3.0,-2.0,,3.605551275463989,3.605551275463989,99.05608333333332,24.958888888888893,99.05661987303908,24.958831745193482,99.05606862654594,24.95887999999942,99.05660516625854,24.958822856304003,
07320+7520,A  1069,AB,2022.1125,y,0.7522,0.0012,349.8,0.09,1.3,0.0,:,1,1,,,$,$,07 32 01.92 +75 20 00.5,8.69,9.29,-2.0,-12.0,-2.0,-12.0,,12.165525060596439,12.165525060596439,113.00799999999998,75.33347222222221,113.00785386086513,75.3336778643811,113.00796489293403,75.33341888888707,113.00781875331772,75.33362453104597,
08113+7422,A  1074,AB,2022.1234,y,0.9641,0.002,32.53,0.12,1.2,0.0,:,1,1,Gaia DR3 1135487407722315136,,.,$,08 11 20.79 +74 21 46.5,8.51,9.31,-25.0,-47.0,-25.0,-47.0,,53.23532661682466,53.23532661682466,122.83662499999998,74.36291666666666,122.83715928214147,74.36314245556224,122.83621278524758,74.36270777739611,122.8367470615855,74.36293356629169,
13346+7004,A  1096,AB,2022.3533,y,1.9268,0.0109,171.88,0.33,4.4,0.0,*,1,1,Gaia DR3 1685186257456360704,Gaia DR3 1685186257457273728,.,.,13 34 33.41 +70 04 08.0,8.77,12.7,-85.0,-12.0,-83.0,-14.0,T,85.84287972802403,84.17244204607586,203.63920833333333,70.06888888888888,203.63943009544633,70.06835903244576,203.63810012620957,70.06883555212174,203.63834799184437,70.06829680694969,
14428+0635,A  1109AB,AB,2021.3623,y,1.9292,0.0019,88.41,0.06,1.4,0.0,*,1,1,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.69887257952834,6.590681535779273,220.6975995951105,6.5909511105710035,220.6981388412836,6.5909659796836095,
14428+0635,A  1109AB,AB,2022.3962,y,1.9037,0.0024,88.16,0.15,2.0,0.4497,*,9,3,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.6988653823072,6.590683645558593,220.6975995951105,6.5909511105710035,220.69813164405926,6.59096808946293,
14428+0635,A  1109AB,AB,2022.4886,y,1.8844,0.0092,88.03,0.01,1.7,0.0,*,6,2,Gaia DR3 1171581870493386112,Gaia DR3 1171581870492769536,.,.,14 42 47.60 +06 35 26.4,7.44,9.44,-164.0,64.0,-164.0,64.0,O,176.0454486773231,176.0454486773231,220.6983333333333,6.590666666666667,220.69885994857165,6.590684660427993,220.6975995951105,6.5909511105710035,220.69812621032224,6.590969104332327,
14497+0759,A  1110AB,AB,2020.4937,y,0.7143,0.0001,242.4,0.01,0.9,0.0,q,1,1,Gaia DR3 1173302640550040576,Gaia DR3 1173302640550747008,.,.,14 49 42.18 +07 59 12.3,7.69,7.93,-26.0,-5.0,-26.0,-5.0,,26.476404589747453,26.476404589747453,222.42574999999994,7.98675,222.42557244018948,7.986658074307177,222.42563331261124,7.986727777761772,222.42545575282705,7.986635852068951,
14497+0759,A  1110AB,AB,2021.4936,y,0.7046,0.0002,242.33,0.02,0.7,0.0,,1,1,Gaia DR3 1173302640550040576,Gaia DR3 1173302640550747008,.,.,14 49 42.18 +07 59 12.3,7.69,7.93,-26.0,-5.0,-26.0,-5.0,,26.476404589747453,26.476404589747453,222.42574999999994,7.98675,222.42557496340206,7.98665911079257,222.42563331261124,7.986727777761772,222.42545827603934,7.986636888554345,
15116+1007,A  1116,AB,2021.4909,y,0.8476,0.0003,53.19,0.02,0.2,0.0,,1,1,Gaia DR3 1168175377311429248,Gaia DR3 1168175377312262656,.,.,15 11 38.29 +10 07 29.7,8.84,8.63,-23.0,-2.0,-23.0,-2.0,,23.08679276123039,23.08679276123039,227.90954166666666,10.124916666666667,227.90973315191744,10.125057736291806,227.9094378273407,10.124907777761633,227.90962931254583,10.125048847386772,
17082-0105,A  1145,AB,2020.5696,y,0.6922,0.0007,338.04,0.05,2.2,0.1,q,4,2,Gaia DR3 4379955529033570816,,.,$,17 08 13.65 -01 04 46.1,6.32,7.75,-14.0,-41.0,-14.0,-41.0,NO,43.32435804486894,43.32435804486894,257.056875,-1.0794722222222224,257.05680308319575,-1.0792938951282784,257.05681276673016,-1.079654444440982,257.0567408499296,-1.079476117347038,
